time	SOL	GAS	TA	MH	BF	VL	VM	RF	GMAX	GMED
1.969	0.052184	0.043289	0.005864	0.003674	0.022767	0.008691	0.001974	0.002636	0.001803	0.002242
1.9695	0.052401	0.043062	0.005874	0.003662	0.022539	0.008731	0.001973	0.002643	0.001804	0.002244
1.97	0.052616	0.042834	0.005884	0.003651	0.022311	0.008771	0.001972	0.00265	0.001804	0.002246
1.9705	0.052828	0.042607	0.005894	0.003639	0.022082	0.008811	0.001971	0.002657	0.001805	0.002247
1.971	0.053037	0.042379	0.005904	0.003628	0.021852	0.00885	0.00197	0.002663	0.001805	0.002249
1.9715	0.053244	0.042152	0.005913	0.003616	0.021621	0.008888	0.001969	0.00267	0.001805	0.002251
1.972	0.053448	0.041925	0.005923	0.003605	0.02139	0.008925	0.001967	0.002676	0.001806	0.002252
1.9725	0.053648	0.041699	0.005932	0.003594	0.021159	0.008962	0.001966	0.002683	0.001806	0.002254
1.973	0.053846	0.041472	0.005941	0.003583	0.020926	0.008999	0.001964	0.002689	0.001806	0.002255
1.9735	0.05404	0.041246	0.00595	0.003571	0.020694	0.009034	0.001962	0.002695	0.001806	0.002256
1.974	0.054232	0.04102	0.005958	0.00356	0.020461	0.009069	0.00196	0.002702	0.001807	0.002258
1.9745	0.05442	0.040795	0.005967	0.003549	0.020229	0.009103	0.001958	0.002708	0.001807	0.002259
1.975	0.054605	0.04057	0.005975	0.003538	0.019996	0.009136	0.001956	0.002714	0.001807	0.00226
1.9755	0.054786	0.040345	0.005983	0.003527	0.019763	0.009169	0.001954	0.00272	0.001807	0.002261
1.976	0.054964	0.04012	0.005991	0.003516	0.01953	0.009201	0.001952	0.002725	0.001807	0.002262
1.9765	0.055139	0.039896	0.005999	0.003505	0.019297	0.009232	0.001949	0.002731	0.001807	0.002263
1.977	0.05531	0.039672	0.006006	0.003495	0.019065	0.009262	0.001947	0.002737	0.001807	0.002263
1.9775	0.055478	0.039449	0.006014	0.003484	0.018832	0.009291	0.001944	0.002742	0.001807	0.002264
1.978	0.055641	0.039226	0.006021	0.003473	0.0186	0.00932	0.001941	0.002747	0.001807	0.002265
1.9785	0.055801	0.039003	0.006028	0.003463	0.018369	0.009348	0.001938	0.002753	0.001807	0.002265
1.979	0.055958	0.038781	0.006034	0.003452	0.018138	0.009374	0.001935	0.002758	0.001807	0.002266
1.9795	0.05611	0.038559	0.006041	0.003442	0.017907	0.0094	0.001932	0.002763	0.001807	0.002266
1.98	0.056258	0.038338	0.006047	0.003432	0.017677	0.009425	0.001929	0.002768	0.001806	0.002266
1.9805	0.056403	0.038117	0.006053	0.003422	0.017448	0.009449	0.001926	0.002772	0.001806	0.002267
1.981	0.056544	0.037897	0.006059	0.003412	0.017219	0.009472	0.001922	0.002777	0.001806	0.002267
1.9815	0.05668	0.037677	0.006064	0.003402	0.016992	0.009495	0.001919	0.002782	0.001806	0.002267
1.982	0.056812	0.037457	0.006069	0.003392	0.016765	0.009516	0.001915	0.002786	0.001805	0.002267
1.9825	0.056941	0.037238	0.006074	0.003383	0.016539	0.009536	0.001912	0.00279	0.001805	0.002267
1.983	0.057064	0.03702	0.006079	0.003373	0.016314	0.009555	0.001908	0.002794	0.001805	0.002266
1.9835	0.057184	0.036802	0.006083	0.003364	0.01609	0.009574	0.001904	0.002798	0.001805	0.002266
1.984	0.0573	0.036585	0.006088	0.003355	0.015868	0.009591	0.0019	0.002802	0.001804	0.002266
1.9845	0.057411	0.036368	0.006091	0.003346	0.015646	0.009607	0.001896	0.002806	0.001804	0.002265
1.985	0.057517	0.036151	0.006095	0.003337	0.015426	0.009623	0.001891	0.002809	0.001804	0.002265
1.9855	0.05762	0.035936	0.006098	0.003328	0.015207	0.009637	0.001887	0.002813	0.001803	0.002264
1.986	0.057718	0.03572	0.006101	0.003319	0.014989	0.00965	0.001883	0.002816	0.001803	0.002264
1.9865	0.057811	0.035506	0.006104	0.003311	0.014773	0.009662	0.001878	0.002819	0.001802	0.002263
1.987	0.0579	0.035292	0.006107	0.003303	0.014558	0.009673	0.001873	0.002822	0.001802	0.002262
1.9875	0.057984	0.035078	0.006109	0.003294	0.014345	0.009683	0.001869	0.002824	0.001802	0.002261
1.988	0.058064	0.034865	0.006111	0.003286	0.014134	0.009692	0.001864	0.002827	0.001801	0.002261
1.9885	0.058139	0.034653	0.006113	0.003278	0.013924	0.0097	0.001859	0.00283	0.001801	0.00226
1.989	0.058209	0.034441	0.006114	0.003271	0.013715	0.009707	0.001854	0.002832	0.0018	0.002258
1.9895	0.058275	0.03423	0.006115	0.003263	0.013509	0.009712	0.001849	0.002834	0.0018	0.002257
1.99	0.058336	0.034019	0.006116	0.003256	0.013304	0.009717	0.001843	0.002836	0.001799	0.002256
1.9905	0.058392	0.033809	0.006116	0.003248	0.013101	0.009721	0.001838	0.002838	0.001799	0.002255
1.991	0.058443	0.0336	0.006116	0.003241	0.0129	0.009723	0.001833	0.002839	0.001798	0.002253
1.9915	0.05849	0.033391	0.006116	0.003234	0.012701	0.009724	0.001827	0.002841	0.001798	0.002252
1.992	0.058532	0.033183	0.006115	0.003227	0.012503	0.009725	0.001822	0.002842	0.001797	0.002251
1.9925	0.058569	0.032975	0.006114	0.003221	0.012308	0.009724	0.001816	0.002843	0.001797	0.002249
1.993	0.058601	0.032768	0.006113	0.003214	0.012115	0.009722	0.001811	0.002844	0.001796	0.002247
1.9935	0.058629	0.032562	0.006112	0.003208	0.011924	0.009719	0.001805	0.002845	0.001796	0.002246
1.994	0.058652	0.032356	0.00611	0.003202	0.011735	0.009714	0.001799	0.002846	0.001795	0.002244
1.9945	0.058669	0.032151	0.006108	0.003196	0.011548	0.009709	0.001793	0.002846	0.001794	0.002242
1.995	0.058682	0.031947	0.006105	0.00319	0.011363	0.009703	0.001787	0.002847	0.001794	0.00224
1.9955	0.05869	0.031743	0.006102	0.003184	0.01118	0.009695	0.001781	0.002847	0.001793	0.002238
1.996	0.058693	0.03154	0.006099	0.003179	0.011	0.009687	0.001775	0.002847	0.001793	0.002237
1.9965	0.058692	0.031337	0.006095	0.003173	0.010822	0.009677	0.001769	0.002847	0.001792	0.002234
1.997	0.058685	0.031135	0.006091	0.003168	0.010646	0.009666	0.001763	0.002847	0.001792	0.002232
1.9975	0.058674	0.030934	0.006087	0.003163	0.010472	0.009655	0.001757	0.002846	0.001791	0.00223
1.998	0.058657	0.030733	0.006082	0.003158	0.010301	0.009642	0.00175	0.002845	0.00179	0.002228
1.9985	0.058636	0.030534	0.006077	0.003153	0.010132	0.009628	0.001744	0.002845	0.00179	0.002226
1.999	0.05861	0.030334	0.006072	0.003149	0.009966	0.009613	0.001738	0.002844	0.001789	0.002224
1.9995	0.058579	0.030136	0.006066	0.003144	0.009802	0.009597	0.001731	0.002842	0.001789	0.002221
2	0.058543	0.029938	0.00606	0.00314	0.00964	0.00958	0.001725	0.002841	0.001788	0.002219
2.0005	0.058503	0.02974	0.006054	0.003136	0.009481	0.009562	0.001719	0.00284	0.001788	0.002217
2.001	0.058457	0.029544	0.006047	0.003132	0.009325	0.009542	0.001712	0.002838	0.001787	0.002214
2.0015	0.058407	0.029348	0.006039	0.003128	0.00917	0.009522	0.001706	0.002836	0.001787	0.002212
2.002	0.058352	0.029152	0.006032	0.003125	0.009019	0.009501	0.001699	0.002834	0.001786	0.002209
2.0025	0.058292	0.028958	0.006024	0.003121	0.00887	0.009479	0.001693	0.002832	0.001786	0.002206
2.003	0.058228	0.028764	0.006015	0.003118	0.008723	0.009456	0.001686	0.00283	0.001785	0.002204
2.0035	0.058158	0.02857	0.006007	0.003115	0.008579	0.009432	0.00168	0.002828	0.001785	0.002201
2.004	0.058084	0.028378	0.005997	0.003112	0.008437	0.009407	0.001673	0.002825	0.001784	0.002199
2.0045	0.058006	0.028186	0.005988	0.003109	0.008298	0.009381	0.001667	0.002822	0.001783	0.002196
2.005	0.057922	0.027994	0.005978	0.003106	0.008161	0.009354	0.00166	0.002819	0.001783	0.002193
2.0055	0.057834	0.027804	0.005968	0.003104	0.008027	0.009326	0.001654	0.002816	0.001783	0.00219
2.006	0.057742	0.027614	0.005957	0.003101	0.007896	0.009297	0.001647	0.002813	0.001782	0.002188
2.0065	0.057645	0.027424	0.005946	0.003099	0.007767	0.009268	0.001641	0.00281	0.001782	0.002185
2.007	0.057543	0.027236	0.005934	0.003097	0.007641	0.009237	0.001634	0.002807	0.001781	0.002182
2.0075	0.057437	0.027048	0.005922	0.003095	0.007517	0.009206	0.001628	0.002803	0.001781	0.002179
2.008	0.057327	0.026861	0.00591	0.003093	0.007396	0.009174	0.001622	0.002799	0.00178	0.002176
2.0085	0.057212	0.026674	0.005897	0.003091	0.007277	0.009141	0.001615	0.002795	0.00178	0.002173
2.009	0.057092	0.026489	0.005884	0.003089	0.007161	0.009107	0.001609	0.002791	0.001779	0.002171
2.0095	0.056968	0.026303	0.00587	0.003087	0.007047	0.009073	0.001603	0.002787	0.001779	0.002168
2.01	0.05684	0.026119	0.005856	0.003086	0.006936	0.009038	0.001597	0.002783	0.001779	0.002165
2.0105	0.056708	0.025935	0.005842	0.003085	0.006828	0.009002	0.001591	0.002779	0.001778	0.002162
2.011	0.056572	0.025752	0.005827	0.003083	0.006722	0.008965	0.001584	0.002774	0.001778	0.002159
2.0115	0.056431	0.02557	0.005812	0.003082	0.006618	0.008928	0.001579	0.002769	0.001778	0.002156
2.012	0.056286	0.025388	0.005796	0.003081	0.006517	0.00889	0.001573	0.002765	0.001777	0.002153
2.0125	0.056137	0.025208	0.00578	0.00308	0.006419	0.008851	0.001567	0.00276	0.001777	0.00215
2.013	0.055984	0.025027	0.005764	0.003079	0.006323	0.008812	0.001561	0.002755	0.001777	0.002147
2.0135	0.055827	0.024848	0.005747	0.003079	0.006229	0.008772	0.001556	0.00275	0.001776	0.002144
2.014	0.055667	0.024669	0.00573	0.003078	0.006138	0.008732	0.00155	0.002744	0.001776	0.002141
2.0145	0.055502	0.024491	0.005712	0.003077	0.006049	0.008691	0.001545	0.002739	0.001776	0.002138
2.015	0.055334	0.024314	0.005694	0.003077	0.005963	0.00865	0.001539	0.002734	0.001776	0.002135
2.0155	0.055161	0.024138	0.005675	0.003076	0.005879	0.008608	0.001534	0.002728	0.001776	0.002132
2.016	0.054985	0.023962	0.005656	0.003076	0.005798	0.008565	0.001529	0.002722	0.001775	0.00213
2.0165	0.054806	0.023787	0.005637	0.003076	0.005719	0.008523	0.001524	0.002717	0.001775	0.002127
2.017	0.054623	0.023612	0.005617	0.003076	0.005642	0.008479	0.001519	0.002711	0.001775	0.002124
2.0175	0.054436	0.023439	0.005597	0.003075	0.005567	0.008436	0.001515	0.002705	0.001775	0.002121
2.018	0.054246	0.023266	0.005576	0.003075	0.005495	0.008392	0.00151	0.002699	0.001775	0.002118
2.0185	0.054052	0.023094	0.005555	0.003075	0.005425	0.008348	0.001506	0.002693	0.001775	0.002115
2.019	0.053855	0.022923	0.005534	0.003075	0.005357	0.008303	0.001502	0.002687	0.001775	0.002112
2.0195	0.053655	0.022752	0.005512	0.003075	0.005292	0.008258	0.001498	0.002681	0.001775	0.002109
2.02	0.053452	0.022582	0.00549	0.003076	0.005228	0.008213	0.001494	0.002674	0.001775	0.002107
2.0205	0.053245	0.022413	0.005467	0.003076	0.005167	0.008168	0.00149	0.002668	0.001775	0.002104
2.021	0.053035	0.022245	0.005444	0.003076	0.005108	0.008122	0.001487	0.002661	0.001775	0.002101
2.0215	0.052823	0.022078	0.005421	0.003076	0.005051	0.008077	0.001483	0.002655	0.001775	0.002098
2.022	0.052607	0.021911	0.005397	0.003076	0.004996	0.008031	0.00148	0.002648	0.001775	0.002096
2.0225	0.052389	0.021745	0.005372	0.003077	0.004944	0.007985	0.001477	0.002642	0.001775	0.002093
2.023	0.052167	0.02158	0.005348	0.003077	0.004893	0.007939	0.001474	0.002635	0.001775	0.00209
2.0235	0.051943	0.021416	0.005322	0.003077	0.004844	0.007893	0.001472	0.002628	0.001775	0.002088
2.024	0.051716	0.021252	0.005297	0.003078	0.004797	0.007847	0.00147	0.002622	0.001775	0.002085
2.0245	0.051487	0.02109	0.005271	0.003078	0.004752	0.0078	0.001468	0.002615	0.001776	0.002083
2.025	0.051255	0.020928	0.005245	0.003078	0.004709	0.007754	0.001466	0.002608	0.001776	0.00208
2.0255	0.051021	0.020767	0.005218	0.003079	0.004668	0.007708	0.001464	0.002601	0.001776	0.002077
2.026	0.050784	0.020606	0.005191	0.003079	0.004629	0.007662	0.001463	0.002594	0.001776	0.002075
2.0265	0.050545	0.020447	0.005163	0.003079	0.004591	0.007617	0.001461	0.002587	0.001777	0.002073
2.027	0.050303	0.020288	0.005135	0.00308	0.004556	0.007571	0.001461	0.00258	0.001777	0.00207
2.0275	0.05006	0.02013	0.005107	0.00308	0.004522	0.007525	0.00146	0.002573	0.001777	0.002068
2.028	0.049814	0.019973	0.005078	0.00308	0.004489	0.00748	0.001459	0.002566	0.001778	0.002066
2.0285	0.049566	0.019817	0.005049	0.00308	0.004459	0.007435	0.001459	0.002559	0.001778	0.002063
2.029	0.049317	0.019662	0.00502	0.003081	0.00443	0.00739	0.001459	0.002552	0.001778	0.002061
2.0295	0.049065	0.019507	0.00499	0.003081	0.004402	0.007346	0.00146	0.002545	0.001779	0.002059
2.03	0.048812	0.019354	0.00496	0.003081	0.004376	0.007301	0.001461	0.002538	0.001779	0.002057
2.0305	0.048556	0.019201	0.00493	0.003081	0.004352	0.007257	0.001461	0.002531	0.00178	0.002055
2.031	0.0483	0.019049	0.004899	0.003081	0.004329	0.007214	0.001463	0.002524	0.00178	0.002052
2.0315	0.048041	0.018898	0.004868	0.003081	0.004308	0.007171	0.001464	0.002517	0.001781	0.00205
2.032	0.047781	0.018747	0.004836	0.003081	0.004288	0.007128	0.001466	0.00251	0.001781	0.002048
2.0325	0.04752	0.018598	0.004804	0.003081	0.004269	0.007086	0.001468	0.002503	0.001782	0.002046
2.033	0.047257	0.018449	0.004772	0.003081	0.004252	0.007044	0.001471	0.002496	0.001783	0.002045
2.0335	0.046993	0.018301	0.00474	0.003081	0.004236	0.007002	0.001474	0.002489	0.001783	0.002043
2.034	0.046727	0.018154	0.004707	0.003081	0.004221	0.006962	0.001477	0.002483	0.001784	0.002041
2.0345	0.046461	0.018008	0.004674	0.003081	0.004208	0.006921	0.00148	0.002476	0.001785	0.002039
2.035	0.046193	0.017863	0.00464	0.00308	0.004196	0.006882	0.001484	0.002469	0.001785	0.002038
2.0355	0.045924	0.017719	0.004607	0.00308	0.004185	0.006842	0.001488	0.002462	0.001786	0.002036
2.036	0.045655	0.017575	0.004573	0.003079	0.004175	0.006804	0.001492	0.002455	0.001787	0.002034
2.0365	0.045384	0.017433	0.004538	0.003079	0.004166	0.006766	0.001497	0.002449	0.001787	0.002033
2.037	0.045113	0.017291	0.004504	0.003078	0.004158	0.006729	0.001502	0.002442	0.001788	0.002031
2.0375	0.044841	0.01715	0.004469	0.003078	0.004152	0.006692	0.001508	0.002435	0.001789	0.00203
2.038	0.044568	0.01701	0.004434	0.003077	0.004146	0.006656	0.001514	0.002429	0.00179	0.002028
2.0385	0.044295	0.016871	0.004398	0.003076	0.004141	0.006621	0.00152	0.002422	0.001791	0.002027
2.039	0.044021	0.016733	0.004363	0.003075	0.004137	0.006587	0.001526	0.002416	0.001792	0.002026
2.0395	0.043746	0.016595	0.004327	0.003074	0.004134	0.006553	0.001533	0.002409	0.001793	0.002024
2.04	0.043472	0.016459	0.004291	0.003073	0.004132	0.00652	0.00154	0.002403	0.001793	0.002023
2.0405	0.043197	0.016323	0.004255	0.003071	0.004131	0.006488	0.001548	0.002397	0.001794	0.002022
2.041	0.042921	0.016188	0.004218	0.00307	0.00413	0.006457	0.001556	0.002391	0.001795	0.002021
2.0415	0.042646	0.016054	0.004181	0.003069	0.004131	0.006426	0.001565	0.002384	0.001796	0.00202
2.042	0.04237	0.015921	0.004145	0.003067	0.004132	0.006397	0.001573	0.002378	0.001797	0.002019
2.0425	0.042094	0.015789	0.004107	0.003065	0.004133	0.006368	0.001582	0.002372	0.001798	0.002018
2.043	0.041818	0.015658	0.00407	0.003064	0.004136	0.00634	0.001592	0.002367	0.001799	0.002017
2.0435	0.041543	0.015527	0.004033	0.003062	0.004139	0.006313	0.001602	0.002361	0.001801	0.002016
2.044	0.041267	0.015398	0.003995	0.00306	0.004142	0.006287	0.001612	0.002355	0.001802	0.002015
2.0445	0.040992	0.015269	0.003958	0.003058	0.004146	0.006262	0.001623	0.002349	0.001803	0.002015
2.045	0.040717	0.015141	0.00392	0.003055	0.004151	0.006238	0.001634	0.002344	0.001804	0.002014
2.0455	0.040442	0.015014	0.003882	0.003053	0.004156	0.006215	0.001646	0.002339	0.001805	0.002013
2.046	0.040167	0.014888	0.003844	0.003051	0.004162	0.006192	0.001657	0.002333	0.001806	0.002013
2.0465	0.039893	0.014763	0.003806	0.003048	0.004168	0.006171	0.00167	0.002328	0.001807	0.002012
2.047	0.039619	0.014638	0.003768	0.003046	0.004174	0.006151	0.001682	0.002323	0.001808	0.002012
2.0475	0.039346	0.014515	0.00373	0.003043	0.004181	0.006131	0.001696	0.002318	0.00181	0.002011
2.048	0.039074	0.014392	0.003692	0.00304	0.004188	0.006113	0.001709	0.002313	0.001811	0.002011
2.0485	0.038802	0.01427	0.003654	0.003037	0.004196	0.006096	0.001723	0.002308	0.001812	0.00201
2.049	0.038531	0.014149	0.003615	0.003034	0.004204	0.006079	0.001737	0.002303	0.001813	0.00201
2.0495	0.03826	0.014029	0.003577	0.00303	0.004212	0.006064	0.001752	0.002299	0.001814	0.00201
2.05	0.03799	0.01391	0.003539	0.003027	0.00422	0.00605	0.001767	0.002294	0.001816	0.002009
2.0505	0.037721	0.013791	0.003501	0.003023	0.004229	0.006037	0.001783	0.00229	0.001817	0.002009
2.051	0.037453	0.013674	0.003463	0.00302	0.004237	0.006024	0.001798	0.002286	0.001818	0.002009
2.0515	0.037186	0.013557	0.003425	0.003016	0.004246	0.006013	0.001815	0.002282	0.00182	0.002009
2.052	0.03692	0.013441	0.003387	0.003012	0.004255	0.006003	0.001832	0.002278	0.001821	0.002009
2.0525	0.036655	0.013326	0.003349	0.003008	0.004264	0.005994	0.001849	0.002274	0.001822	0.002009
2.053	0.036391	0.013212	0.003311	0.003004	0.004274	0.005986	0.001866	0.00227	0.001823	0.002009
2.0535	0.036128	0.013098	0.003273	0.002999	0.004283	0.005979	0.001884	0.002266	0.001825	0.002009
2.054	0.035866	0.012986	0.003236	0.002995	0.004292	0.005973	0.001902	0.002263	0.001826	0.002009
2.0545	0.035606	0.012874	0.003198	0.002991	0.004302	0.005968	0.001921	0.00226	0.001827	0.002009
2.055	0.035346	0.012763	0.003161	0.002986	0.004311	0.005965	0.00194	0.002256	0.001829	0.002009
2.0555	0.035088	0.012653	0.003124	0.002981	0.004321	0.005962	0.00196	0.002253	0.00183	0.00201
2.056	0.034831	0.012543	0.003087	0.002976	0.00433	0.00596	0.00198	0.00225	0.001831	0.00201
2.0565	0.034576	0.012435	0.00305	0.002971	0.00434	0.005959	0.002	0.002247	0.001832	0.00201
2.057	0.034322	0.012327	0.003014	0.002966	0.004349	0.00596	0.002021	0.002245	0.001834	0.002011
2.0575	0.034069	0.01222	0.002978	0.002961	0.004358	0.005961	0.002042	0.002242	0.001835	0.002011
2.058	0.033818	0.012114	0.002942	0.002955	0.004367	0.005963	0.002063	0.00224	0.001836	0.002011
2.0585	0.033568	0.012008	0.002907	0.00295	0.004376	0.005967	0.002085	0.002237	0.001838	0.002012
2.059	0.033319	0.011904	0.002872	0.002944	0.004385	0.005971	0.002107	0.002235	0.001839	0.002012
2.0595	0.033072	0.0118	0.002837	0.002938	0.004394	0.005977	0.00213	0.002233	0.00184	0.002013
2.06	0.032827	0.011697	0.002802	0.002932	0.004402	0.005983	0.002152	0.002231	0.001841	0.002013
2.0605	0.032583	0.011594	0.002768	0.002926	0.004411	0.00599	0.002176	0.00223	0.001843	0.002014
2.061	0.032341	0.011493	0.002734	0.00292	0.004419	0.005999	0.002199	0.002228	0.001844	0.002014
2.0615	0.0321	0.011392	0.002701	0.002914	0.004427	0.006008	0.002223	0.002227	0.001845	0.002015
2.062	0.031861	0.011292	0.002668	0.002907	0.004434	0.006018	0.002248	0.002225	0.001846	0.002015
2.0625	0.031624	0.011192	0.002636	0.002901	0.004442	0.006029	0.002272	0.002224	0.001848	0.002016
2.063	0.031388	0.011094	0.002604	0.002894	0.004449	0.006041	0.002297	0.002223	0.001849	0.002017
2.0635	0.031154	0.010996	0.002572	0.002887	0.004456	0.006054	0.002323	0.002222	0.00185	0.002017
2.064	0.030921	0.010899	0.002541	0.00288	0.004463	0.006068	0.002348	0.002222	0.001851	0.002018
2.0645	0.03069	0.010802	0.002511	0.002873	0.004469	0.006083	0.002374	0.002221	0.001852	0.002019
2.065	0.030461	0.010707	0.002481	0.002866	0.004475	0.006099	0.0024	0.002221	0.001853	0.002019
2.0655	0.030234	0.010612	0.002452	0.002859	0.004481	0.006115	0.002427	0.00222	0.001855	0.00202
2.066	0.030009	0.010517	0.002423	0.002852	0.004486	0.006132	0.002454	0.00222	0.001856	0.002021
2.0665	0.029785	0.010424	0.002395	0.002844	0.004492	0.00615	0.002481	0.00222	0.001857	0.002021
2.067	0.029563	0.010331	0.002367	0.002837	0.004496	0.006169	0.002509	0.00222	0.001858	0.002022
2.0675	0.029342	0.010239	0.002341	0.002829	0.004501	0.006189	0.002536	0.002221	0.001859	0.002023
2.068	0.029124	0.010147	0.002315	0.002821	0.004505	0.006209	0.002564	0.002221	0.00186	0.002024
2.0685	0.028907	0.010056	0.002289	0.002813	0.004509	0.00623	0.002593	0.002222	0.001861	0.002025
2.069	0.028692	0.009966	0.002265	0.002805	0.004512	0.006252	0.002621	0.002222	0.001862	0.002025
2.0695	0.028479	0.009877	0.002241	0.002797	0.004515	0.006275	0.00265	0.002223	0.001863	0.002026
2.07	0.028267	0.009788	0.002217	0.002789	0.004518	0.006298	0.002679	0.002224	0.001864	0.002027
2.0705	0.028058	0.0097	0.002195	0.002781	0.00452	0.006322	0.002708	0.002226	0.001864	0.002028
2.071	0.02785	0.009612	0.002174	0.002773	0.004522	0.006346	0.002738	0.002227	0.001865	0.002029
2.0715	0.027643	0.009525	0.002153	0.002764	0.004524	0.006371	0.002768	0.002228	0.001866	0.002029
2.072	0.027439	0.009439	0.002133	0.002756	0.004525	0.006397	0.002797	0.00223	0.001867	0.00203
2.0725	0.027236	0.009354	0.002114	0.002747	0.004526	0.006423	0.002828	0.002232	0.001867	0.002031
2.073	0.027036	0.009269	0.002096	0.002739	0.004526	0.00645	0.002858	0.002234	0.001868	0.002032
2.0735	0.026836	0.009184	0.002079	0.00273	0.004526	0.006477	0.002888	0.002236	0.001869	0.002033
2.074	0.026639	0.009101	0.002062	0.002721	0.004526	0.006505	0.002919	0.002238	0.001869	0.002033
2.0745	0.026443	0.009018	0.002047	0.002712	0.004525	0.006533	0.00295	0.00224	0.00187	0.002034
2.075	0.02625	0.008935	0.002033	0.002703	0.004523	0.006561	0.002981	0.002242	0.001871	0.002035
2.0755	0.026057	0.008853	0.002019	0.002694	0.004522	0.00659	0.003012	0.002245	0.001871	0.002036
2.076	0.025867	0.008772	0.002007	0.002685	0.00452	0.00662	0.003043	0.002248	0.001872	0.002036
2.0765	0.025678	0.008692	0.001996	0.002676	0.004517	0.006649	0.003075	0.002251	0.001872	0.002037
2.077	0.025491	0.008612	0.001986	0.002667	0.004514	0.006679	0.003106	0.002254	0.001872	0.002038
2.0775	0.025306	0.008532	0.001977	0.002657	0.004511	0.006709	0.003138	0.002257	0.001873	0.002039
2.078	0.025122	0.008453	0.001969	0.002648	0.004507	0.00674	0.003169	0.00226	0.001873	0.002039
2.0785	0.02494	0.008375	0.001962	0.002638	0.004503	0.006771	0.003201	0.002263	0.001873	0.00204
2.079	0.024759	0.008297	0.001956	0.002629	0.004498	0.006802	0.003233	0.002267	0.001873	0.002041
2.0795	0.024581	0.00822	0.001952	0.002619	0.004493	0.006833	0.003265	0.002271	0.001874	0.002041
2.08	0.024403	0.008144	0.001948	0.00261	0.004488	0.006864	0.003297	0.002274	0.001874	0.002042
2.0805	0.024228	0.008068	0.001946	0.0026	0.004482	0.006896	0.003329	0.002278	0.001874	0.002042
2.081	0.024054	0.007992	0.001945	0.00259	0.004476	0.006927	0.003361	0.002282	0.001874	0.002043
2.0815	0.023881	0.007918	0.001945	0.002581	0.004469	0.006959	0.003393	0.002287	0.001874	0.002044
2.082	0.02371	0.007843	0.001947	0.002571	0.004462	0.006991	0.003425	0.002291	0.001874	0.002044
2.0825	0.02354	0.00777	0.00195	0.002561	0.004455	0.007022	0.003457	0.002296	0.001874	0.002045
2.083	0.023372	0.007696	0.001954	0.002551	0.004447	0.007054	0.003489	0.0023	0.001873	0.002045
2.0835	0.023206	0.007624	0.00196	0.002541	0.004439	0.007086	0.003521	0.002305	0.001873	0.002045
2.084	0.023041	0.007552	0.001966	0.002531	0.00443	0.007117	0.003553	0.00231	0.001873	0.002046
2.0845	0.022877	0.00748	0.001975	0.002521	0.004421	0.007149	0.003585	0.002315	0.001873	0.002046
2.085	0.022715	0.007409	0.001984	0.002511	0.004412	0.00718	0.003617	0.00232	0.001872	0.002047
2.0855	0.022554	0.007338	0.001995	0.002501	0.004402	0.007211	0.003648	0.002325	0.001872	0.002047
2.086	0.022395	0.007268	0.002007	0.002491	0.004392	0.007242	0.00368	0.002331	0.001871	0.002047
2.0865	0.022236	0.007199	0.002021	0.002481	0.004382	0.007273	0.003712	0.002336	0.001871	0.002048
2.087	0.022079	0.00713	0.002037	0.002471	0.004371	0.007304	0.003743	0.002342	0.00187	0.002048
2.0875	0.021924	0.007062	0.002053	0.002461	0.00436	0.007334	0.003774	0.002347	0.001869	0.002048
2.088	0.02177	0.006994	0.002071	0.002451	0.004348	0.007364	0.003805	0.002353	0.001869	0.002048
2.0885	0.021617	0.006926	0.002091	0.002441	0.004336	0.007393	0.003836	0.002359	0.001868	0.002048
2.089	0.021465	0.006859	0.002112	0.002431	0.004324	0.007423	0.003867	0.002366	0.001867	0.002048
2.0895	0.021314	0.006793	0.002135	0.00242	0.004311	0.007452	0.003898	0.002372	0.001866	0.002048
2.09	0.021165	0.006727	0.002159	0.00241	0.004298	0.00748	0.003928	0.002378	0.001865	0.002048
2.0905	0.021017	0.006662	0.002185	0.0024	0.004285	0.007508	0.003959	0.002385	0.001864	0.002048
2.091	0.020869	0.006597	0.002212	0.00239	0.004271	0.007536	0.003989	0.002391	0.001863	0.002048
2.0915	0.020723	0.006532	0.002241	0.00238	0.004257	0.007563	0.004019	0.002398	0.001862	0.002048
2.092	0.020578	0.006468	0.002272	0.002369	0.004243	0.00759	0.004048	0.002405	0.001861	0.002048
2.0925	0.020435	0.006405	0.002304	0.002359	0.004228	0.007616	0.004078	0.002412	0.00186	0.002048
2.093	0.020292	0.006342	0.002337	0.002349	0.004213	0.007642	0.004107	0.002419	0.001859	0.002048
2.0935	0.02015	0.006279	0.002373	0.002339	0.004198	0.007667	0.004136	0.002427	0.001857	0.002047
2.094	0.020009	0.006217	0.00241	0.002329	0.004182	0.007691	0.004164	0.002434	0.001856	0.002047
2.0945	0.019869	0.006156	0.002448	0.002319	0.004166	0.007715	0.004192	0.002442	0.001855	0.002047
2.095	0.01973	0.006095	0.002488	0.002309	0.00415	0.007738	0.00422	0.002449	0.001853	0.002046
2.0955	0.019592	0.006034	0.00253	0.002298	0.004134	0.007761	0.004248	0.002457	0.001852	0.002046
2.096	0.019455	0.005974	0.002574	0.002288	0.004117	0.007783	0.004275	0.002465	0.00185	0.002045
2.0965	0.019318	0.005915	0.002619	0.002278	0.0041	0.007804	0.004302	0.002473	0.001848	0.002045
